,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
337,Aaron Balick : I’m not sure if you would want to,Aaron Balick is not sure if you would want to be absolutely perfect and not have stepped on the wrong side of the law,434473,nodeset15928,0,0,0,0,0,0,Aaron,"['aaron', 'balick', 'I', '’', 'm', 'not', 'sure', 'if', 'you', 'would', 'want', 'to']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,Tim Stanley : why not,Aaron Balick would not want to be perfect and not have stepped on the wrong side of the law because xxx,434478,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'why', 'not']",4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339,Aaron Balick : you want people to represent you how have some experience in life that most people have,you want people to represent you how have some experience in life that most people have,434483,nodeset15928,0,1,0,1,0,0,Aaron,"['aaron', 'balick', 'you', 'want', 'people', 'to', 'represent', 'you', 'how', 'have', 'some', 'experience', 'in', 'life', 'that', 'most', 'people', 'have']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,Aaron Balick : a great deal of people have taken drugs,a great deal of people have taken drugs,434490,nodeset15928,0,1,0,0,0,1,Aaron,"['aaron', 'balick', 'a', 'great', 'deal', 'of', 'people', 'have', 'take', 'drug']",10,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
341,"Aaron Balick : I’m not saying it’s a requirement to be a politician, but it’s like…come on","Aaron Balick is not saying it’s a requirement to be a politician, but it’s like…come on",434495,nodeset15928,0,1,0,0,0,1,Aaron,"['aaron', 'balick', 'I', '’', 'm', 'not', 'say', 'it', '’', 'a', 'requirement', 'to', 'be', 'a', 'politician', 'but', 'it', '’', 'like', '…', 'come', 'on']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
342,Tim Stanley : it would explain a lot of what they do if they were taking the drugs,it would explain a lot of what they do if they were taking the drugs,434502,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'it', 'would', 'explain', 'a', 'lot', 'of', 'what', 'they', 'do', 'if', 'they', 'be', 'take', 'the', 'drug']",17,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343,Tim Stanley : where does one draw the line on this,one draw the line on this at xxx,434507,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'where', 'do', 'one', 'draw', 'the', 'line', 'on', 'this']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344,Aaron Balick : it’s up to voters to draw the line on what they think is acceptable or not,it’s up to voters to draw the line on what they think is acceptable or not,434512,nodeset15928,1,0,1,0,0,0,Aaron,"['aaron', 'balick', 'it', '’', 'up', 'to', 'voter', 'to', 'draw', 'the', 'line', 'on', 'what', 'they', 'think', 'be', 'acceptable', 'or', 'not']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,Aaron Balick : I don't think that they necessarily draw the line,Aaron Balick doesn't think that voters necessarily draw the line,434519,nodeset15928,0,0,0,0,0,0,Aaron,"['aaron', 'balick', 'I', 'don', 't', 'think', 'that', 'they', 'necessarily', 'draw', 'the', 'line']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346,"Aaron Balick : No, absolutely not according to the law","No, absolutely not according to the law",434528,nodeset15928,0,1,0,0,0,1,Aaron,"['aaron', 'balick', 'no', 'absolutely', 'not', 'accord', 'to', 'the', 'law']",9,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
347,Tim Stanley : not according to the law,not according to the law,434532,nodeset15928,0,1,0,1,1,0,Tim,"['tim', 'stanley', 'not', 'accord', 'to', 'the', 'law']",7,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"Tim Stanley : The law is the law and if they have broken it, they’ve simply broken the law","The law is the law and if they have broken it, they’ve simply broken the law",434538,nodeset15928,0,1,0,0,0,1,Tim,"['tim', 'stanley', 'the', 'law', 'be', 'the', 'law', 'and', 'if', 'they', 'have', 'break', 'it', 'they', '’', 've', 'simply', 'break', 'the', 'law']",20,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
349,"Tim Stanley : I don’t see where the subjective debate is to be had around…my…you see, my worry is that we’re on a slippery slope argument here","Tim Stanley doesn’t see where the subjective debate is to be had around…my…you see, my worry is that we’re on a slippery slope argument here",434545,nodeset15928,0,1,0,1,0,1,Tim,"['tim', 'stanley', 'I', 'do', 'not', 'see', 'where', 'the', 'subjective', 'debate', 'be', 'to', 'be', 'have', 'around', '…', 'my', '…', 'you', 'see', 'my', 'worry', 'be', 'that', 'we', '’', 're', 'on', 'a', 'slippery', 'slope', 'argument', 'here']",33,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,Tim Stanley : we’re all laughing and tittering at the fact that it’s drugs and it’s party…it’s a party thing,we’re all laughing and tittering at the fact that it’s drugs and it’s party…it’s a party thing,434550,nodeset15928,0,1,0,1,0,1,Tim,"['tim', 'stanley', 'we', '’', 're', 'all', 'laugh', 'and', 'titter', 'at', 'the', 'fact', 'that', 'it', '’', 'drug', 'and', 'it', '’', 'party', '…', 'it', '’', 'a', 'party', 'thing']",26,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,Tim Stanley : we all do it and we’re all hypocrites and that sort of thing,we all do it and we’re all hypocrites and that sort of thing,434557,nodeset15928,0,1,0,0,0,1,Tim,"['tim', 'stanley', 'we', 'all', 'do', 'it', 'and', 'we', '’', 're', 'all', 'hypocrite', 'and', 'that', 'sort', 'of', 'thing']",17,,,,hypocrite,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
352,Tim Stanley : I’m worried we end up actually forgetting that we have laws for a reason,Tim Stanley is worried we end up actually forgetting that we have laws for a reason,434564,nodeset15928,0,1,0,1,0,0,Tim,"['tim', 'stanley', 'I', '’', 'm', 'worry', 'we', 'end', 'up', 'actually', 'forget', 'that', 'we', 'have', 'law', 'for', 'a', 'reason']",18,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
353,Aaron Balick : Yes,Tim Stanley is worried we end up actually forgetting that we have laws for a reason,434564,nodeset15928,0,1,0,1,0,0,Aaron,"['aaron', 'balick', 'yes']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
354,Aaron Balick : I am not a moral relativist,Aaron Balick is not a moral relativist,434575,nodeset15928,0,0,0,0,0,0,Aaron,"['aaron', 'balick', 'I', 'be', 'not', 'a', 'moral', 'relativist']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
355,Aaron Balick : laws are a construct and human beings are something different,laws are a construct and human beings are something different,434580,nodeset15928,0,1,0,0,0,1,Aaron,"['aaron', 'balick', 'law', 'be', 'a', 'construct', 'and', 'human', 'being', 'be', 'something', 'different']",12,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
356,Aaron Balick : we want human beings to fit in to this constructive law and they simply don’t,we want human beings to fit in to this constructive law and they simply don’t,434585,nodeset15928,0,1,0,1,0,1,Aaron,"['aaron', 'balick', 'we', 'want', 'human', 'being', 'to', 'fit', 'in', 'to', 'this', 'constructive', 'law', 'and', 'they', 'simply', 'do', 'not']",18,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Aaron Balick : we have prisons full of people and court rooms full of people working out human conflict,we have prisons full of people and court rooms full of people working out human conflict,434590,nodeset15928,0,1,0,1,0,1,Aaron,"['aaron', 'balick', 'we', 'have', 'prison', 'full', 'of', 'people', 'and', 'court', 'room', 'full', 'of', 'people', 'work', 'out', 'human', 'conflict']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
358,Aaron Balick : humans are not one hundred per cent good and they’re going to get it wrong,humans are not one hundred per cent good and they’re going to get it wrong,434599,nodeset15928,0,1,0,1,0,1,Aaron,"['aaron', 'balick', 'human', 'be', 'not', 'one', 'hundred', 'per', 'cent', 'good', 'and', 'they', '’', 're', 'go', 'to', 'get', 'it', 'wrong']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
359,Aaron Balick : that’s just the way humans are,that’s just the way humans are,434604,nodeset15928,0,1,0,1,0,0,Aaron,"['aaron', 'balick', 'that', '’', 'just', 'the', 'way', 'human', 'be']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
360,Aaron Balick : I don’t know how to get around the fact,Aaron Balick doesn’t know how to get around the fact,434613,nodeset15928,0,0,0,0,0,0,Aaron,"['aaron', 'balick', 'I', 'do', 'not', 'know', 'how', 'to', 'get', 'around', 'the', 'fact']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
361,Tim Stanley : we also have laws and courts because we need to police that.,we also have laws and courts because we need to police that.,434618,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'we', 'also', 'have', 'law', 'and', 'court', 'because', 'we', 'need', 'to', 'police', 'that']",14,,,law,,,,police,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
362,Tim Stanley : part of what polices that is popular opinion,part of what polices that is popular opinion,434623,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'part', 'of', 'what', 'police', 'that', 'be', 'popular', 'opinion']",10,,,,,,,police,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
363,"Tim Stanley : it is true, offence archaeology is very annoying","it is true, offence archaeology is very annoying",434628,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'it', 'be', 'true', 'offence', 'archaeology', 'be', 'very', 'annoying']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
364,"Tim Stanley : being hypocritical about others in democracy, very annoying","being hypocritical about others in democracy, very annoying",434633,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'be', 'hypocritical', 'about', 'other', 'in', 'democracy', 'very', 'annoying']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
365,"Tim Stanley : actually quite simply when a politician’s lied and possibly even broken the law, it’s not unreasonable for us to say, off you go, I’ve had enough of you","actually quite simply when a politician’s lied and possibly even broken the law, it’s not unreasonable for us to say, off you go, I’ve had enough of you",434637,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'actually', 'quite', 'simply', 'when', 'a', 'politician', '’', 's', 'lie', 'and', 'possibly', 'even', 'break', 'the', 'law', 'it', '’', 'not', 'unreasonable', 'for', 'we', 'to', 'say', 'off', 'you', 'go', 'I', '’', 've', 'have', 'enough', 'of', 'you']",35,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,"Aaron Balick : I’m not saying it is unreasonable to say, off you go","Aaron Balick is not saying it is unreasonable to say, off you go",434641,nodeset15928,0,0,0,0,0,0,Aaron,"['aaron', 'balick', 'I', '’', 'm', 'not', 'say', 'it', 'be', 'unreasonable', 'to', 'say', 'off', 'you', 'go']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
367,"Aaron Balick : it is unreasonable to have the expectation that somebody isn’t going to, in their past, have some…fallen across…transgressed some boundaries","it is unreasonable to have the expectation that somebody isn’t going to, in their past, have some…fallen across…transgressed some boundaries",434645,nodeset15928,0,0,0,0,0,0,Aaron,"['aaron', 'balick', 'it', 'be', 'unreasonable', 'to', 'have', 'the', 'expectation', 'that', 'somebody', 'be', 'not', 'go', 'to', 'in', 'their', 'past', 'have', 'some', '…', 'fall', 'across', '…', 'transgress', 'some', 'boundary']",27,,,,,,,,transgress,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368,Tim Stanley : you might expect them to at least admit it in advance,you might expect them to at least admit it in advance,434649,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'you', 'might', 'expect', 'they', 'to', 'at', 'least', 'admit', 'it', 'in', 'advance']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
369,Aaron Balick : a better character would admit it in advance,a better character would admit it in advance,434653,nodeset15928,0,1,0,0,0,1,Aaron,"['aaron', 'balick', 'a', 'well', 'character', 'would', 'admit', 'it', 'in', 'advance']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
370,"Aaron Balick : it would be a great thing to see people saying, this is where I messed up, this is what I learned from it","it would be a great thing to see people saying, this is where I messed up, this is what I learned from it",434657,nodeset15928,0,1,0,1,0,0,Aaron,"['aaron', 'balick', 'it', 'would', 'be', 'a', 'great', 'thing', 'to', 'see', 'people', 'say', 'this', 'be', 'where', 'I', 'mess', 'up', 'this', 'be', 'what', 'I', 'learn', 'from', 'it']",25,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
371,Aaron Balick : We don’t really live in a political context where you can get away with that unfortunately,We don’t really live in a political context where you can get away with that unfortunately,434664,nodeset15928,0,0,0,0,0,0,Aaron,"['aaron', 'balick', 'we', 'do', 'not', 'really', 'live', 'in', 'a', 'political', 'context', 'where', 'you', 'can', 'get', 'away', 'with', 'that', 'unfortunately']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
372,Tim Stanley : okay,Okay,434668,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'okay']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373,Tim Stanley : There’s our consensus,There’s our consensus,434673,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'there', '’', 'our', 'consensus']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
374,Tim Stanley : We can agree on that,We can agree on that,434678,nodeset15928,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'we', 'can', 'agree', 'on', 'that']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
375,"Michael Buerk : That’s a very dangerous things to do, but…Aaron Balick, thank you very much indeed","That’s a very dangerous things to do, but…Aaron Balick, thank you very much indeed",434694,nodeset15929,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'that', '’', 'a', 'very', 'dangerous', 'thing', 'to', 'do', 'but', '…', 'aaron', 'balick', 'thank', 'you', 'very', 'much', 'indeed']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,"Michael Buerk : Our last witness is Theo Hobson, a writer and theologian","Our last witness is Theo Hobson, a writer and theologian",434698,nodeset15929,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'our', 'last', 'witness', 'be', 'theo', 'hobson', 'a', 'writer', 'and', 'theologian']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
377,Michael Buerk : We seem to have come to regard hypocrisy as the biggest sin these days,We seem to have come to regard hypocrisy as the biggest sin these days,434703,nodeset15929,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'we', 'seem', 'to', 'have', 'come', 'to', 'regard', 'hypocrisy', 'as', 'the', 'big', 'sin', 'these', 'day']",16,,,,hypocrisy,,,,,,sin,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
378,"Michael Buerk : isn’t it, as Michael Gove said, familiar perhaps to any Christian perhaps","it is, as Michael Gove said, familiar perhaps to any Christian perhaps",434707,nodeset15929,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'be', 'not', 'it', 'as', 'michael', 'gove', 'say', 'familiar', 'perhaps', 'to', 'any', 'christian', 'perhaps']",15,,,,,familiar,,,,christian,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
379,"Michael Buerk : I think he said something along the lines of, lapsing sometimes from the standards we uphold is human","Michael Buerk thinks Michael Gove said something along the lines of, lapsing sometimes from the standards we uphold is human",434711,nodeset15929,0,1,0,1,0,0,Michael,"['michael', 'buerk', 'I', 'think', 'he', 'say', 'something', 'along', 'the', 'line', 'of', 'lapsing', 'sometimes', 'from', 'the', 'standard', 'we', 'uphold', 'be', 'human']",20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
380,"Theo Hobson : Yes, I think that’s basically right","Yes, Theo Hobson thinks that’s basically right",434718,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'yes', 'I', 'think', 'that', '’', 'basically', 'right']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
381,"Theo Hobson : there’s basically three different forms of hypocrisy, and two of them I’m broadly in favour of","there’s basically three different forms of hypocrisy, and two of them I’m broadly in favour of",434722,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'there', '’', 'basically', 'three', 'different', 'form', 'of', 'hypocrisy', 'and', 'two', 'of', 'they', 'I', '’', 'm', 'broadly', 'in', 'favour', 'of']",21,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
382,"Theo Hobson : especially I’m in favour of the on that relates to Christianity, which is in a sense pro-hypocrisy because it involves such a perfectionist morality","especially I’m in favour of the on that relates to Christianity, which is in a sense pro-hypocrisy because it involves such a perfectionist morality",434732,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'especially', 'I', '’', 'm', 'in', 'favour', 'of', 'the', 'on', 'that', 'relate', 'to', 'christianity', 'which', 'be', 'in', 'a', 'sense', 'pro', 'hypocrisy', 'because', 'it', 'involve', 'such', 'a', 'perfectionist', 'morality']",29,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
383,"Theo Hobson : We must be perfectly loving, we must go beyond any set of moral rules","We must be perfectly loving, we must go beyond any set of moral rules",434736,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'we', 'must', 'be', 'perfectly', 'love', 'we', 'must', 'go', 'beyond', 'any', 'set', 'of', 'moral', 'rule']",16,love,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,"Theo Hobson : It’s a, sort of, utopian impossibilism","It’s a, sort of, utopian impossibilism",434743,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'it', '’', 'a', 'sort', 'of', 'utopian', 'impossibilism']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
385,"Theo Hobson : Of course, we’ll fail and…because we’re sinful and so on, is St Paul’s basic, sort of, dialectic or tension","Of course, we’ll fail and…because we’re sinful and so on, is St Paul’s basic, sort of, dialectic or tension",434750,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'of', 'course', 'we', '’', 'll', 'fail', 'and', '…', 'because', 'we', '’', 're', 'sinful', 'and', 'so', 'on', 'be', 'st', 'paul', '’', 's', 'basic', 'sort', 'of', 'dialectic', 'or', 'tension']",29,,,,,,,,,,sinful,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
386,"Theo Hobson : of course, that opens it to the charge of hypocrisy","of course, that opens it to the charge of hypocrisy",434754,nodeset15929,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'of', 'course', 'that', 'open', 'it', 'to', 'the', 'charge', 'of', 'hypocrisy']",12,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
387,"Theo Hobson : You know, you don’t love your neighbour as yourself","You know, you don’t love your neighbour as yourself",434758,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'you', 'know', 'you', 'do', 'not', 'love', 'your', 'neighbour', 'as', 'yourself']",12,love,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Theo Hobson : that’s one form of it,that’s one form of it,434762,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'that', '’', 'one', 'form', 'of', 'it']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
389,Theo Hobson : I think there’s also a form in public life that’s inevitable,Theo Hobson think there’s also a form in public life that’s inevitable,434766,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'I', 'think', 'there', '’', 'also', 'a', 'form', 'in', 'public', 'life', 'that', '’', 'inevitable']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
390,"Kehinde Andrews : I want to come to this hypocrisy and Christianity, ‘cause surely, kind of, the point of Christianity is that you atone for you sins…and your hypocrisy in this case","Kehinde Andrews wants to come to this hypocrisy and Christianity, ‘cause surely, kind of, the point of Christianity is that you atone for you sins…and your hypocrisy in this case",434770,nodeset15929,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'I', 'want', 'to', 'come', 'to', 'this', 'hypocrisy', 'and', 'christianity', 'cause', 'surely', 'kind', 'of', 'the', 'point', 'of', 'christianity', 'be', 'that', 'you', 'atone', 'for', 'you', 'sin', '…', 'and', 'your', 'hypocrisy', 'in', 'this', 'case']",33,,,,hypocrisy,,,,,atone,sin,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
391,"Kehinde Andrews : if you do not do that correctly, you will end eternity in a lake of fire, which seems far worse that actually not being prime minister","if you do not do that correctly, you will end eternity in a lake of fire, which seems far worse that actually not being prime minister",434774,nodeset15929,0,1,0,0,0,1,Kehinde,"['kehinde', 'andrews', 'if', 'you', 'do', 'not', 'do', 'that', 'correctly', 'you', 'will', 'end', 'eternity', 'in', 'a', 'lake', 'of', 'fire', 'which', 'seem', 'far', 'bad', 'that', 'actually', 'not', 'be', 'prime', 'minister']",28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
392,"Kehinde Andrews : isn’t that…isn’t the whole point of Christianity to, kind of, stop…to make you have consequences for your hypocrisy","that is…the whole point of Christianity is to, kind of, stop…to make you have consequences for your hypocrisy",434779,nodeset15929,1,0,1,0,0,0,Kehinde,"['kehinde', 'andrews', 'be', 'not', 'that', '…', 'isn', '’', 't', 'the', 'whole', 'point', 'of', 'christianity', 'to', 'kind', 'of', 'stop', '…', 'to', 'make', 'you', 'have', 'consequence', 'for', 'your', 'hypocrisy']",27,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
393,"Theo Hobson : No, I don’t think so","No, Theo Hobson doesn’t think that the point of Christianity is to make you have consequences for your hypocrisy",434784,nodeset15929,0,1,0,1,1,0,Theo,"['theo', 'hobson', 'no', 'I', 'do', 'not', 'think', 'so']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
394,"Theo Hobson : it’s…has a lot of realism at its heart that we’re all going to fall short, that no one’s pure and so on","it’s…has a lot of realism at its heart that we’re all going to fall short, that no one’s pure and so on",434791,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'it', '’', 's', '…', 'have', 'a', 'lot', 'of', 'realism', 'at', 'its', 'heart', 'that', 'we', '’', 're', 'all', 'go', 'to', 'fall', 'short', 'that', 'no', 'one', '’', 'pure', 'and', 'so', 'on']",31,,,,,,,,,pure,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
395,Theo Hobson : that’s just the main point,that’s just the main point,434798,nodeset15929,0,0,0,0,0,0,Theo,"['theo', 'hobson', 'that', '’', 'just', 'the', 'main', 'point']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
396,Kehinde Andrews : are there no consequences within the religion for breaking the rules of the religion,there are/aren't any consequences within the religion for breaking the rules of the religion,434803,nodeset15929,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'be', 'there', 'no', 'consequence', 'within', 'the', 'religion', 'for', 'break', 'the', 'rule', 'of', 'the', 'religion']",16,,,,,,,,,religion,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,"Theo Hobson : in different forms of it, there might be","in different forms of it, there might be",434807,nodeset15929,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'in', 'different', 'form', 'of', 'it', 'there', 'might', 'be']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
